lat,lon,GHI_mean_2024,GHI_mean_J,rooftop_area_sq_m,orientation_score,shading_factor,tilt_factor,SEI_norm
7.248773334197735,125.27903570570392,4.962704098360656,17865734.754098363,578.6790677550601,0.2981287273671902,0.0,0.9921147013144779,0.03188342867285727
7.558221686545727,125.3954277223372,4.962704098360656,17865734.754098363,20.60223821544115,0.19100447026401313,0.0,0.9921147013144779,0.0007272460230216768
7.490662726623403,125.52639135686697,4.962704098360656,17865734.754098363,18.208082725192597,0.15597254850006825,0.0,0.9921147013144779,0.0005248507294505941
7.103820406023459,125.43025461395166,4.962704098360656,17865734.754098363,75.34236628538801,0.1516439542612419,0.0,0.9921147013144779,0.0021114839058912764
6.997664387634351,125.48357229485627,5.225479234972678,18811725.24590164,176.79963383746843,0.25482708630342,0.0,0.9921147013144779,0.008326267677147966
7.186504202839463,125.58117279955552,4.962704098360656,17865734.754098363,90.21015785295008,0.15392715122431155,0.0,0.9921147013144779,0.002566221230156033
7.082643948792924,125.59090669331697,4.962704098360656,17865734.754098363,137.70698187241902,0.10782177573164275,0.0,0.9921147013144779,0.002744011068832374
6.9846639385362606,125.44143261351788,5.225479234972678,18811725.24590164,179.525949175905,0.1645806256765559,0.0,0.9921147013144779,0.005460461627793501
7.399907576157733,125.29158971069036,4.962704098360656,17865734.754098363,41.498641528423946,0.24007182029728635,0.0,0.9921147013144779,0.00184118947892788
7.196854508822866,125.37385872374392,4.962704098360656,17865734.754098363,26.96848231818474,0.14786029179647675,0.0,0.9921147013144779,0.0007369389048100638
7.079287320160814,125.44279219402182,4.962704098360656,17865734.754098363,184.81810549442017,0.10106348213397015,0.0,0.9921147013144779,0.003451931673357006
7.265220151509025,125.27990276577052,4.962704098360656,17865734.754098363,160.17709411360207,0.21692750402022765,0.0,0.9921147013144779,0.006421529008438288
7.391310354866042,125.32641836838724,4.962704098360656,17865734.754098363,32.85187774309004,0.1517001619194689,0.0,0.9921147013144779,0.0009210212728685929
7.497104383111493,125.42725120945578,4.962704098360656,17865734.754098363,27.73022506820381,0.14527353865490633,0.024,0.9921147013144779,0.0007266297024310358
7.159118166085504,125.55344092355652,4.962704098360656,17865734.754098363,491.07205217411183,0.13193948963019608,0.0,0.9921147013144779,0.011974115338024284
7.143503109561855,125.40342766053098,4.962704098360656,17865734.754098363,270.3012123312066,0.0973308662084868,0.012,0.9921147013144779,0.004803733940208809
7.046990719238615,125.5449185816956,4.962704098360656,17865734.754098363,323.59515983205256,0.31076842778456737,0.0,0.9921147013144779,0.018584989780736978
7.325655051654223,125.43768920734604,4.962704098360656,17865734.754098363,86.8425965659142,0.1483902348934354,0.0,0.9921147013144779,0.002381560077142931
7.262226399300142,125.53815976464182,4.962704098360656,17865734.754098363,30.336202156276883,0.20181201713264652,0.0,0.9921147013144779,0.0011314403219249646
7.453140947295389,125.48868069323504,4.962704098360656,17865734.754098363,35.63726304779213,0.16610782652768208,0.0,0.9921147013144779,0.001094001348441465
7.3158061874708435,125.52200452959624,4.962704098360656,17865734.754098363,33.381643542301255,0.1483992799766981,0.0,0.9921147013144779,0.000915509653518408
7.153650911684933,125.48578919639068,4.962704098360656,17865734.754098363,293.7889197912336,0.19024006724652753,0.0,0.9921147013144779,0.010329060522189711
7.221583493063817,125.32050742408748,4.962704098360656,17865734.754098363,42.032453493699634,0.14475415318331075,0.0,0.9921147013144779,0.0011244475256536371
7.108173117168197,125.62688626210678,4.962704098360656,17865734.754098363,160.35495915222089,0.17021288246790517,0.0,0.9921147013144779,0.005044269026365286
7.38618027587731,125.35840037084992,4.962704098360656,17865734.754098363,59.36789865381235,0.1539528966017193,0.0,0.9921147013144779,0.0016891295539675293
7.465417669433643,125.48474605714004,4.962704098360656,17865734.754098363,35.63726304779213,0.16610782652768208,0.0,0.9921147013144779,0.001094001348441465
